"Location","Year","Series","Series Code","Permits"
"GA Georgia",1987,"Units in All Multifamily Structures",3,"17,793"
"GA Georgia",1988,"Units in All Multifamily Structures",3,"20,440"
"GA Georgia",1989,"Units in All Multifamily Structures",3,"15,204"
"GA Georgia",1990,"Units in All Multifamily Structures",3,"8,266"
"GA Georgia",1991,"Units in All Multifamily Structures",3,"4,160"
"GA Georgia",1992,"Units in All Multifamily Structures",3,"2,542"
"GA Georgia",1993,"Units in All Multifamily Structures",3,"6,488"
"GA Georgia",1994,"Units in All Multifamily Structures",3,"12,330"
"GA Georgia",1995,"Units in All Multifamily Structures",3,"17,198"
"GA Georgia",1996,"Units in All Multifamily Structures",3,"15,477"
"GA Georgia",1997,"Units in All Multifamily Structures",3,"15,527"
"GA Georgia",1998,"Units in All Multifamily Structures",3,"17,522"
"GA Georgia",1999,"Units in All Multifamily Structures",3,"18,051"
"GA Georgia",2000,"Units in All Multifamily Structures",3,"22,968"
"GA Georgia",2001,"Units in All Multifamily Structures",3,"21,528"
"GA Georgia",2002,"Units in All Multifamily Structures",3,"21,994"
"GA Georgia",2003,"Units in All Multifamily Structures",3,"16,023"
"GA Georgia",2004,"Units in All Multifamily Structures",3,"20,625"
"GA Georgia",2005,"Units in All Multifamily Structures",3,"14,869"
"GA Georgia",2006,"Units in All Multifamily Structures",3,"18,094"
"GA Georgia",2007,"Units in All Multifamily Structures",3,"17,955"
"GA Georgia",2008,"Units in All Multifamily Structures",3,"10,489"
"GA Georgia",2009,"Units in All Multifamily Structures",3,"3,554"
"GA Georgia",2010,"Units in All Multifamily Structures",3,"2,486"
"GA Georgia",2011,"Units in All Multifamily Structures",3,"4,676"
"GA Georgia",2012,"Units in All Multifamily Structures",3,"7,053"
"GA Georgia",2013,"Units in All Multifamily Structures",3,"11,364"
"GA Georgia",2014,"Units in All Multifamily Structures",3,"11,920"
"GA Georgia",2015,"Units in All Multifamily Structures",3,"12,928"
"GA Georgia",2016,"Units in All Multifamily Structures",3,"15,194"
"GA Georgia",2017,"Units in All Multifamily Structures",3,"10,929"
"GA Georgia",2018,"Units in All Multifamily Structures",3,"17,028"
"GA Georgia",2019,"Units in All Multifamily Structures",3,"10,884"
"GA Georgia",2020,"Units in All Multifamily Structures",3,"7,845"
"GA Georgia",2021,"Units in All Multifamily Structures",3,"13,804"
"GA Georgia",2022,"Units in All Multifamily Structures",3,"30,200"
"GA Georgia",2023,"Units in All Multifamily Structures",3,"19,216"
"HI Hawaii",1980,"Total Units",1,"10,323"
"HI Hawaii",1981,"Total Units",1,"6,262"
"HI Hawaii",1982,"Total Units",1,"5,675"
"HI Hawaii",1983,"Total Units",1,"4,760"
"HI Hawaii",1984,"Total Units",1,"5,401"
"HI Hawaii",1985,"Total Units",1,"7,262"
"HI Hawaii",1986,"Total Units",1,"7,217"
"HI Hawaii",1987,"Total Units",1,"6,909"
"HI Hawaii",1988,"Total Units",1,"8,445"
"HI Hawaii",1989,"Total Units",1,"9,555"
"HI Hawaii",1990,"Total Units",1,"8,718"
"HI Hawaii",1991,"Total Units",1,"9,238"
"HI Hawaii",1992,"Total Units",1,"7,809"
"HI Hawaii",1993,"Total Units",1,"6,624"
"HI Hawaii",1994,"Total Units",1,"7,328"
"HI Hawaii",1995,"Total Units",1,"6,614"
"HI Hawaii",1996,"Total Units",1,"3,927"
"HI Hawaii",1997,"Total Units",1,"3,676"
"HI Hawaii",1998,"Total Units",1,"3,324"
"HI Hawaii",1999,"Total Units",1,"4,211"
"HI Hawaii",2000,"Total Units",1,"4,905"
"HI Hawaii",2001,"Total Units",1,"4,790"
"HI Hawaii",2002,"Total Units",1,"5,902"
"HI Hawaii",2003,"Total Units",1,"7,284"
"HI Hawaii",2004,"Total Units",1,"9,034"
"HI Hawaii",2005,"Total Units",1,"9,828"
"HI Hawaii",2006,"Total Units",1,"7,530"
"HI Hawaii",2007,"Total Units",1,"6,972"
"HI Hawaii",2008,"Total Units",1,"4,115"
"HI Hawaii",2009,"Total Units",1,"2,617"
"HI Hawaii",2010,"Total Units",1,"3,442"
"HI Hawaii",2011,"Total Units",1,"2,743"
"HI Hawaii",2012,"Total Units",1,"2,993"
"HI Hawaii",2013,"Total Units",1,"3,882"
"HI Hawaii",2014,"Total Units",1,"3,066"
"HI Hawaii",2015,"Total Units",1,"5,422"
"HI Hawaii",2016,"Total Units",1,"3,369"
"HI Hawaii",2017,"Total Units",1,"4,035"
"HI Hawaii",2018,"Total Units",1,"4,659"
"HI Hawaii",2019,"Total Units",1,"4,093"
"HI Hawaii",2020,"Total Units",1,"3,164"
"HI Hawaii",2021,"Total Units",1,"3,459"
"HI Hawaii",2022,"Total Units",1,"4,330"
"HI Hawaii",2023,"Total Units",1,"3,791"
"HI Hawaii",1980,"Units in Single Family Structures",2,"3,994"
"HI Hawaii",1981,"Units in Single Family Structures",2,"2,431"
"HI Hawaii",1982,"Units in Single Family Structures",2,"2,132"
"HI Hawaii",1983,"Units in Single Family Structures",2,"3,277"
"HI Hawaii",1984,"Units in Single Family Structures",2,"4,121"
"HI Hawaii",1985,"Units in Single Family Structures",2,"4,565"
"HI Hawaii",1986,"Units in Single Family Structures",2,"4,488"
"HI Hawaii",1987,"Units in Single Family Structures",2,"5,348"
"HI Hawaii",1988,"Units in Single Family Structures",2,"5,740"
"HI Hawaii",1989,"Units in Single Family Structures",2,"6,176"
"HI Hawaii",1990,"Units in Single Family Structures",2,"5,535"
"HI Hawaii",1991,"Units in Single Family Structures",2,"4,703"
"HI Hawaii",1992,"Units in Single Family Structures",2,"4,628"
"HI Hawaii",1993,"Units in Single Family Structures",2,"4,614"
"HI Hawaii",1994,"Units in Single Family Structures",2,"4,452"
"HI Hawaii",1995,"Units in Single Family Structures",2,"3,866"
"HI Hawaii",1996,"Units in Single Family Structures",2,"2,698"
"HI Hawaii",1997,"Units in Single Family Structures",2,"2,606"
"HI Hawaii",1998,"Units in Single Family Structures",2,"2,857"
"HI Hawaii",1999,"Units in Single Family Structures",2,"3,361"
"HI Hawaii",2000,"Units in Single Family Structures",2,"4,255"
"HI Hawaii",2001,"Units in Single Family Structures",2,"4,025"
"HI Hawaii",2002,"Units in Single Family Structures",2,"4,562"
"HI Hawaii",2003,"Units in Single Family Structures",2,"6,213"
"HI Hawaii",2004,"Units in Single Family Structures",2,"5,603"
"HI Hawaii",2005,"Units in Single Family Structures",2,"6,641"
"HI Hawaii",2006,"Units in Single Family Structures",2,"5,597"
"HI Hawaii",2007,"Units in Single Family Structures",2,"4,482"
"HI Hawaii",2008,"Units in Single Family Structures",2,"2,510"
"HI Hawaii",2009,"Units in Single Family Structures",2,"2,002"
"HI Hawaii",2010,"Units in Single Family Structures",2,"1,919"
"HI Hawaii",2011,"Units in Single Family Structures",2,"1,632"
"HI Hawaii",2012,"Units in Single Family Structures",2,"1,940"
"HI Hawaii",2013,"Units in Single Family Structures",2,"2,358"
"HI Hawaii",2014,"Units in Single Family Structures",2,"2,197"
"HI Hawaii",2015,"Units in Single Family Structures",2,"2,356"
"HI Hawaii",2016,"Units in Single Family Structures",2,"2,044"
"HI Hawaii",2017,"Units in Single Family Structures",2,"2,534"
"HI Hawaii",2018,"Units in Single Family Structures",2,"2,592"
"HI Hawaii",2019,"Units in Single Family Structures",2,"2,547"
"HI Hawaii",2020,"Units in Single Family Structures",2,"2,171"
"HI Hawaii",2021,"Units in Single Family Structures",2,"2,445"
"HI Hawaii",2022,"Units in Single Family Structures",2,"2,023"
"HI Hawaii",2023,"Units in Single Family Structures",2,"2,360"
"HI Hawaii",1980,"Units in All Multifamily Structures",3,"6,329"
"HI Hawaii",1981,"Units in All Multifamily Structures",3,"3,831"
"HI Hawaii",1982,"Units in All Multifamily Structures",3,"3,543"
"HI Hawaii",1983,"Units in All Multifamily Structures",3,"1,483"
"HI Hawaii",1984,"Units in All Multifamily Structures",3,"1,280"
"HI Hawaii",1985,"Units in All Multifamily Structures",3,"2,697"
"HI Hawaii",1986,"Units in All Multifamily Structures",3,"2,729"
"HI Hawaii",1987,"Units in All Multifamily Structures",3,"1,561"
"HI Hawaii",1988,"Units in All Multifamily Structures",3,"2,705"
"HI Hawaii",1989,"Units in All Multifamily Structures",3,"3,379"
"HI Hawaii",1990,"Units in All Multifamily Structures",3,"3,183"
"HI Hawaii",1991,"Units in All Multifamily Structures",3,"4,535"
"HI Hawaii",1992,"Units in All Multifamily Structures",3,"3,181"
"HI Hawaii",1993,"Units in All Multifamily Structures",3,"2,010"
"HI Hawaii",1994,"Units in All Multifamily Structures",3,"2,876"
"HI Hawaii",1995,"Units in All Multifamily Structures",3,"2,748"
"HI Hawaii",1996,"Units in All Multifamily Structures",3,"1,229"
"HI Hawaii",1997,"Units in All Multifamily Structures",3,"1,070"
"HI Hawaii",1998,"Units in All Multifamily Structures",3,467
"HI Hawaii",1999,"Units in All Multifamily Structures",3,850
"HI Hawaii",2000,"Units in All Multifamily Structures",3,650
"HI Hawaii",2001,"Units in All Multifamily Structures",3,765
"HI Hawaii",2002,"Units in All Multifamily Structures",3,"1,340"
"HI Hawaii",2003,"Units in All Multifamily Structures",3,"1,071"
"HI Hawaii",2004,"Units in All Multifamily Structures",3,"3,431"
"HI Hawaii",2005,"Units in All Multifamily Structures",3,"3,187"
"HI Hawaii",2006,"Units in All Multifamily Structures",3,"1,933"
"HI Hawaii",2007,"Units in All Multifamily Structures",3,"2,490"
"HI Hawaii",2008,"Units in All Multifamily Structures",3,"1,605"
"HI Hawaii",2009,"Units in All Multifamily Structures",3,615
"HI Hawaii",2010,"Units in All Multifamily Structures",3,"1,523"
"HI Hawaii",2011,"Units in All Multifamily Structures",3,"1,111"
"HI Hawaii",2012,"Units in All Multifamily Structures",3,"1,053"
"HI Hawaii",2013,"Units in All Multifamily Structures",3,"1,524"
"HI Hawaii",2014,"Units in All Multifamily Structures",3,869
"HI Hawaii",2015,"Units in All Multifamily Structures",3,"3,066"
"HI Hawaii",2016,"Units in All Multifamily Structures",3,"1,325"
"HI Hawaii",2017,"Units in All Multifamily Structures",3,"1,501"
"HI Hawaii",2018,"Units in All Multifamily Structures",3,"2,067"
"HI Hawaii",2019,"Units in All Multifamily Structures",3,"1,546"
"HI Hawaii",2020,"Units in All Multifamily Structures",3,993
"HI Hawaii",2021,"Units in All Multifamily Structures",3,"1,014"
"HI Hawaii",2022,"Units in All Multifamily Structures",3,"2,307"
"HI Hawaii",2023,"Units in All Multifamily Structures",3,"1,431"
"ID Idaho",1980,"Total Units",1,"6,005"
"ID Idaho",1981,"Total Units",1,"3,885"
"ID Idaho",1982,"Total Units",1,"2,629"
"ID Idaho",1983,"Total Units",1,"4,395"
"ID Idaho",1984,"Total Units",1,"4,329"
"ID Idaho",1985,"Total Units",1,"4,331"
"ID Idaho",1986,"Total Units",1,"3,823"
"ID Idaho",1987,"Total Units",1,"3,196"
"ID Idaho",1988,"Total Units",1,"3,220"
"ID Idaho",1989,"Total Units",1,"4,801"
"ID Idaho",1990,"Total Units",1,"5,712"
"ID Idaho",1991,"Total Units",1,"6,690"
"ID Idaho",1992,"Total Units",1,"9,953"
"ID Idaho",1993,"Total Units",1,"11,927"
"ID Idaho",1994,"Total Units",1,"12,640"
"ID Idaho",1995,"Total Units",1,"10,666"
"ID Idaho",1996,"Total Units",1,"10,755"
"ID Idaho",1997,"Total Units",1,"10,337"
"ID Idaho",1998,"Total Units",1,"11,667"
"ID Idaho",1999,"Total Units",1,"12,309"
"ID Idaho",2000,"Total Units",1,"10,989"
"ID Idaho",2001,"Total Units",1,"11,820"
"ID Idaho",2002,"Total Units",1,"13,546"
"ID Idaho",2003,"Total Units",1,"15,199"
"ID Idaho",2004,"Total Units",1,"18,108"
"ID Idaho",2005,"Total Units",1,"21,578"
"ID Idaho",2006,"Total Units",1,"17,075"
"ID Idaho",2007,"Total Units",1,"12,105"
"ID Idaho",2008,"Total Units",1,"6,470"
"ID Idaho",2009,"Total Units",1,"4,863"
"ID Idaho",2010,"Total Units",1,"4,153"
"ID Idaho",2011,"Total Units",1,"3,818"
"ID Idaho",2012,"Total Units",1,"6,266"
"ID Idaho",2013,"Total Units",1,"8,112"
"ID Idaho",2014,"Total Units",1,"8,801"
"ID Idaho",2015,"Total Units",1,"9,954"
"ID Idaho",2016,"Total Units",1,"12,165"
"ID Idaho",2017,"Total Units",1,"14,183"
"ID Idaho",2018,"Total Units",1,"15,844"
"ID Idaho",2019,"Total Units",1,"17,735"
"ID Idaho",2020,"Total Units",1,"19,167"
"ID Idaho",2021,"Total Units",1,"21,772"
"ID Idaho",2022,"Total Units",1,"18,762"
"ID Idaho",2023,"Total Units",1,"17,919"
"ID Idaho",1980,"Units in Single Family Structures",2,"4,636"
"ID Idaho",1981,"Units in Single Family Structures",2,"3,021"
"ID Idaho",1982,"Units in Single Family Structures",2,"2,267"
"ID Idaho",1983,"Units in Single Family Structures",2,"3,521"
"ID Idaho",1984,"Units in Single Family Structures",2,"3,391"
"ID Idaho",1985,"Units in Single Family Structures",2,"2,987"
"ID Idaho",1986,"Units in Single Family Structures",2,"2,916"
"ID Idaho",1987,"Units in Single Family Structures",2,"2,581"
"ID Idaho",1988,"Units in Single Family Structures",2,"2,815"
"ID Idaho",1989,"Units in Single Family Structures",2,"3,607"
"ID Idaho",1990,"Units in Single Family Structures",2,"4,686"
"ID Idaho",1991,"Units in Single Family Structures",2,"5,570"
"ID Idaho",1992,"Units in Single Family Structures",2,"7,874"
"ID Idaho",1993,"Units in Single Family Structures",2,"9,120"
"ID Idaho",1994,"Units in Single Family Structures",2,"9,279"
"ID Idaho",1995,"Units in Single Family Structures",2,"8,366"
"ID Idaho",1996,"Units in Single Family Structures",2,"9,180"
"ID Idaho",1997,"Units in Single Family Structures",2,"8,838"
"ID Idaho",1998,"Units in Single Family Structures",2,"10,277"
"ID Idaho",1999,"Units in Single Family Structures",2,"10,625"
"ID Idaho",2000,"Units in Single Family Structures",2,"9,755"
"ID Idaho",2001,"Units in Single Family Structures",2,"9,738"
"ID Idaho",2002,"Units in Single Family Structures",2,"10,898"
"ID Idaho",2003,"Units in Single Family Structures",2,"12,709"
"ID Idaho",2004,"Units in Single Family Structures",2,"15,273"
"ID Idaho",2005,"Units in Single Family Structures",2,"19,172"
"ID Idaho",2006,"Units in Single Family Structures",2,"14,789"
"ID Idaho",2007,"Units in Single Family Structures",2,"9,551"
"ID Idaho",2008,"Units in Single Family Structures",2,"5,673"
"ID Idaho",2009,"Units in Single Family Structures",2,"4,274"
"ID Idaho",2010,"Units in Single Family Structures",2,"3,568"
"ID Idaho",2011,"Units in Single Family Structures",2,"3,166"
"ID Idaho",2012,"Units in Single Family Structures",2,"5,037"
"ID Idaho",2013,"Units in Single Family Structures",2,"6,362"
"ID Idaho",2014,"Units in Single Family Structures",2,"6,297"
"ID Idaho",2015,"Units in Single Family Structures",2,"7,784"
"ID Idaho",2016,"Units in Single Family Structures",2,"9,739"
"ID Idaho",2017,"Units in Single Family Structures",2,"11,019"
"ID Idaho",2018,"Units in Single Family Structures",2,"12,196"
"ID Idaho",2019,"Units in Single Family Structures",2,"12,997"
"ID Idaho",2020,"Units in Single Family Structures",2,"14,998"
"ID Idaho",2021,"Units in Single Family Structures",2,"16,194"
"ID Idaho",2022,"Units in Single Family Structures",2,"11,968"
"ID Idaho",2023,"Units in Single Family Structures",2,"12,081"
"ID Idaho",1980,"Units in All Multifamily Structures",3,"1,369"
"ID Idaho",1981,"Units in All Multifamily Structures",3,864
"ID Idaho",1982,"Units in All Multifamily Structures",3,362
"ID Idaho",1983,"Units in All Multifamily Structures",3,874
"ID Idaho",1984,"Units in All Multifamily Structures",3,938
"ID Idaho",1985,"Units in All Multifamily Structures",3,"1,344"
"ID Idaho",1986,"Units in All Multifamily Structures",3,907
"ID Idaho",1987,"Units in All Multifamily Structures",3,615
"ID Idaho",1988,"Units in All Multifamily Structures",3,405
"ID Idaho",1989,"Units in All Multifamily Structures",3,"1,194"
"ID Idaho",1990,"Units in All Multifamily Structures",3,"1,026"
"ID Idaho",1991,"Units in All Multifamily Structures",3,"1,120"
"ID Idaho",1992,"Units in All Multifamily Structures",3,"2,079"
"ID Idaho",1993,"Units in All Multifamily Structures",3,"2,807"
"ID Idaho",1994,"Units in All Multifamily Structures",3,"3,361"
"ID Idaho",1995,"Units in All Multifamily Structures",3,"2,300"
"ID Idaho",1996,"Units in All Multifamily Structures",3,"1,575"
"ID Idaho",1997,"Units in All Multifamily Structures",3,"1,499"
"ID Idaho",1998,"Units in All Multifamily Structures",3,"1,390"
"ID Idaho",1999,"Units in All Multifamily Structures",3,"1,684"
"ID Idaho",2000,"Units in All Multifamily Structures",3,"1,234"
"ID Idaho",2001,"Units in All Multifamily Structures",3,"2,082"
"ID Idaho",2002,"Units in All Multifamily Structures",3,"2,648"
"ID Idaho",2003,"Units in All Multifamily Structures",3,"2,490"
"ID Idaho",2004,"Units in All Multifamily Structures",3,"2,835"
"ID Idaho",2005,"Units in All Multifamily Structures",3,"2,406"
"ID Idaho",2006,"Units in All Multifamily Structures",3,"2,286"
"ID Idaho",2007,"Units in All Multifamily Structures",3,"2,554"
"ID Idaho",2008,"Units in All Multifamily Structures",3,797
"ID Idaho",2009,"Units in All Multifamily Structures",3,589
"ID Idaho",2010,"Units in All Multifamily Structures",3,585
"ID Idaho",2011,"Units in All Multifamily Structures",3,652
"ID Idaho",2012,"Units in All Multifamily Structures",3,"1,229"
"ID Idaho",2013,"Units in All Multifamily Structures",3,"1,750"
"ID Idaho",2014,"Units in All Multifamily Structures",3,"2,504"
"ID Idaho",2015,"Units in All Multifamily Structures",3,"2,170"
"ID Idaho",2016,"Units in All Multifamily Structures",3,"2,426"
"ID Idaho",2017,"Units in All Multifamily Structures",3,"3,164"
"ID Idaho",2018,"Units in All Multifamily Structures",3,"3,648"
"ID Idaho",2019,"Units in All Multifamily Structures",3,"4,738"
"ID Idaho",2020,"Units in All Multifamily Structures",3,"4,169"
"ID Idaho",2021,"Units in All Multifamily Structures",3,"5,578"
"ID Idaho",2022,"Units in All Multifamily Structures",3,"6,794"
"ID Idaho",2023,"Units in All Multifamily Structures",3,"5,838"
"IL Illinois",1980,"Total Units",1,"25,434"
"IL Illinois",1981,"Total Units",1,"16,445"
"IL Illinois",1982,"Total Units",1,"19,165"
"IL Illinois",1983,"Total Units",1,"30,287"
"IL Illinois",1984,"Total Units",1,"30,168"
"IL Illinois",1985,"Total Units",1,"38,736"
"IL Illinois",1986,"Total Units",1,"51,873"
"IL Illinois",1987,"Total Units",1,"50,457"
"IL Illinois",1988,"Total Units",1,"49,144"
"IL Illinois",1989,"Total Units",1,"42,384"
"IL Illinois",1990,"Total Units",1,"38,283"
"IL Illinois",1991,"Total Units",1,"33,404"
"IL Illinois",1992,"Total Units",1,"41,219"
"IL Illinois",1993,"Total Units",1,"45,688"
"IL Illinois",1994,"Total Units",1,"49,290"
"IL Illinois",1995,"Total Units",1,"47,467"
"IL Illinois",1996,"Total Units",1,"49,592"
"IL Illinois",1997,"Total Units",1,"46,323"
"IL Illinois",1998,"Total Units",1,"47,984"
"IL Illinois",1999,"Total Units",1,"53,974"
"IL Illinois",2000,"Total Units",1,"51,944"
"IL Illinois",2001,"Total Units",1,"54,839"
"IL Illinois",2002,"Total Units",1,"61,071"
"IL Illinois",2003,"Total Units",1,"62,657"
"IL Illinois",2004,"Total Units",1,"59,758"
"IL Illinois",2005,"Total Units",1,"66,946"
"IL Illinois",2006,"Total Units",1,"58,806"
"IL Illinois",2007,"Total Units",1,"43,020"
"IL Illinois",2008,"Total Units",1,"22,531"
"IL Illinois",2009,"Total Units",1,"10,859"
"IL Illinois",2010,"Total Units",1,"12,318"
"IL Illinois",2011,"Total Units",1,"11,809"
"IL Illinois",2012,"Total Units",1,"13,797"
"IL Illinois",2013,"Total Units",1,"15,555"
"IL Illinois",2014,"Total Units",1,"20,581"
"IL Illinois",2015,"Total Units",1,"19,564"
"IL Illinois",2016,"Total Units",1,"22,602"
"IL Illinois",2017,"Total Units",1,"24,990"
"IL Illinois",2018,"Total Units",1,"21,508"
"IL Illinois",2019,"Total Units",1,"20,523"
"IL Illinois",2020,"Total Units",1,"18,057"
"IL Illinois",2021,"Total Units",1,"19,656"
"IL Illinois",2022,"Total Units",1,"20,550"
"IL Illinois",2023,"Total Units",1,"16,861"
"IL Illinois",1980,"Units in Single Family Structures",2,"10,783"
"IL Illinois",1981,"Units in Single Family Structures",2,"8,848"
"IL Illinois",1982,"Units in Single Family Structures",2,"8,143"
"IL Illinois",1983,"Units in Single Family Structures",2,"17,853"
"IL Illinois",1984,"Units in Single Family Structures",2,"19,564"
"IL Illinois",1985,"Units in Single Family Structures",2,"20,513"
"IL Illinois",1986,"Units in Single Family Structures",2,"30,644"
"IL Illinois",1987,"Units in Single Family Structures",2,"32,982"
"IL Illinois",1988,"Units in Single Family Structures",2,"33,937"
"IL Illinois",1989,"Units in Single Family Structures",2,"30,214"
"IL Illinois",1990,"Units in Single Family Structures",2,"27,427"
"IL Illinois",1991,"Units in Single Family Structures",2,"26,593"
"IL Illinois",1992,"Units in Single Family Structures",2,"33,446"
"IL Illinois",1993,"Units in Single Family Structures",2,"37,060"
"IL Illinois",1994,"Units in Single Family Structures",2,"38,532"
"IL Illinois",1995,"Units in Single Family Structures",2,"35,392"
"IL Illinois",1996,"Units in Single Family Structures",2,"35,912"
"IL Illinois",1997,"Units in Single Family Structures",2,"32,801"
"IL Illinois",1998,"Units in Single Family Structures",2,"36,177"
"IL Illinois",1999,"Units in Single Family Structures",2,"39,228"
"IL Illinois",2000,"Units in Single Family Structures",2,"37,817"
"IL Illinois",2001,"Units in Single Family Structures",2,"39,362"
"IL Illinois",2002,"Units in Single Family Structures",2,"42,639"
"IL Illinois",2003,"Units in Single Family Structures",2,"45,823"
"IL Illinois",2004,"Units in Single Family Structures",2,"46,212"
"IL Illinois",2005,"Units in Single Family Structures",2,"47,709"
"IL Illinois",2006,"Units in Single Family Structures",2,"37,907"
"IL Illinois",2007,"Units in Single Family Structures",2,"24,511"
"IL Illinois",2008,"Units in Single Family Structures",2,"11,830"
"IL Illinois",2009,"Units in Single Family Structures",2,"7,844"
"IL Illinois",2010,"Units in Single Family Structures",2,"7,624"
"IL Illinois",2011,"Units in Single Family Structures",2,"6,834"
"IL Illinois",2012,"Units in Single Family Structures",2,"8,564"
"IL Illinois",2013,"Units in Single Family Structures",2,"9,879"
"IL Illinois",2014,"Units in Single Family Structures",2,"10,556"
"IL Illinois",2015,"Units in Single Family Structures",2,"10,069"
"IL Illinois",2016,"Units in Single Family Structures",2,"10,186"
"IL Illinois",2017,"Units in Single Family Structures",2,"10,179"
"IL Illinois",2018,"Units in Single Family Structures",2,"10,039"
"IL Illinois",2019,"Units in Single Family Structures",2,"8,744"
"IL Illinois",2020,"Units in Single Family Structures",2,"9,236"
"IL Illinois",2021,"Units in Single Family Structures",2,"10,935"
"IL Illinois",2022,"Units in Single Family Structures",2,"9,766"
"IL Illinois",2023,"Units in Single Family Structures",2,"9,552"
"IL Illinois",1980,"Units in All Multifamily Structures",3,"14,651"
"IL Illinois",1981,"Units in All Multifamily Structures",3,"7,597"
"IL Illinois",1982,"Units in All Multifamily Structures",3,"11,022"
"IL Illinois",1983,"Units in All Multifamily Structures",3,"12,434"
"IL Illinois",1984,"Units in All Multifamily Structures",3,"10,604"
"IL Illinois",1985,"Units in All Multifamily Structures",3,"18,223"
"IL Illinois",1986,"Units in All Multifamily Structures",3,"21,229"
"IL Illinois",1987,"Units in All Multifamily Structures",3,"17,475"
"IL Illinois",1988,"Units in All Multifamily Structures",3,"15,207"
"IL Illinois",1989,"Units in All Multifamily Structures",3,"12,170"
"IL Illinois",1990,"Units in All Multifamily Structures",3,"10,856"
"IL Illinois",1991,"Units in All Multifamily Structures",3,"6,811"
"IL Illinois",1992,"Units in All Multifamily Structures",3,"7,773"
"IL Illinois",1993,"Units in All Multifamily Structures",3,"8,628"
"IL Illinois",1994,"Units in All Multifamily Structures",3,"10,758"
"IL Illinois",1995,"Units in All Multifamily Structures",3,"12,075"
"IL Illinois",1996,"Units in All Multifamily Structures",3,"13,680"
"IL Illinois",1997,"Units in All Multifamily Structures",3,"13,522"
"IL Illinois",1998,"Units in All Multifamily Structures",3,"11,807"
"IL Illinois",1999,"Units in All Multifamily Structures",3,"14,746"
"IL Illinois",2000,"Units in All Multifamily Structures",3,"14,127"
"IL Illinois",2001,"Units in All Multifamily Structures",3,"15,477"
"IL Illinois",2002,"Units in All Multifamily Structures",3,"18,432"
"IL Illinois",2003,"Units in All Multifamily Structures",3,"16,834"
"IL Illinois",2004,"Units in All Multifamily Structures",3,"13,546"
"IL Illinois",2005,"Units in All Multifamily Structures",3,"19,237"
"IL Illinois",2006,"Units in All Multifamily Structures",3,"20,899"
"IL Illinois",2007,"Units in All Multifamily Structures",3,"18,509"
"IL Illinois",2008,"Units in All Multifamily Structures",3,"10,701"
"IL Illinois",2009,"Units in All Multifamily Structures",3,"3,015"
"IL Illinois",2010,"Units in All Multifamily Structures",3,"4,694"
"IL Illinois",2011,"Units in All Multifamily Structures",3,"4,975"
"IL Illinois",2012,"Units in All Multifamily Structures",3,"5,233"
"IL Illinois",2013,"Units in All Multifamily Structures",3,"5,676"
"IL Illinois",2014,"Units in All Multifamily Structures",3,"10,025"
"IL Illinois",2015,"Units in All Multifamily Structures",3,"9,495"
"IL Illinois",2016,"Units in All Multifamily Structures",3,"12,416"
"IL Illinois",2017,"Units in All Multifamily Structures",3,"14,811"
"IL Illinois",2018,"Units in All Multifamily Structures",3,"11,469"
"IL Illinois",2019,"Units in All Multifamily Structures",3,"11,779"
"IL Illinois",2020,"Units in All Multifamily Structures",3,"8,821"
"IL Illinois",2021,"Units in All Multifamily Structures",3,"8,721"
"IL Illinois",2022,"Units in All Multifamily Structures",3,"10,784"
"IL Illinois",2023,"Units in All Multifamily Structures",3,"7,309"
"IN Indiana",1980,"Total Units",1,"21,257"
"IN Indiana",1981,"Total Units",1,"14,289"
"IN Indiana",1982,"Total Units",1,"12,712"
"IN Indiana",1983,"Total Units",1,"16,347"
"IN Indiana",1984,"Total Units",1,"18,854"
"IN Indiana",1985,"Total Units",1,"22,977"
"IN Indiana",1986,"Total Units",1,"29,635"
"IN Indiana",1987,"Total Units",1,"27,258"
"IN Indiana",1988,"Total Units",1,"25,191"
"IN Indiana",1989,"Total Units",1,"26,374"
"IN Indiana",1990,"Total Units",1,"25,039"
"IN Indiana",1991,"Total Units",1,"24,129"
"IN Indiana",1992,"Total Units",1,"29,016"
"IN Indiana",1993,"Total Units",1,"31,279"
"IN Indiana",1994,"Total Units",1,"34,597"
"IN Indiana",1995,"Total Units",1,"35,884"
"IN Indiana",1996,"Total Units",1,"37,417"
"IN Indiana",1997,"Total Units",1,"35,382"
"IN Indiana",1998,"Total Units",1,"40,824"
"IN Indiana",1999,"Total Units",1,"41,844"
"IN Indiana",2000,"Total Units",1,"37,906"
"IN Indiana",2001,"Total Units",1,"39,117"
"IN Indiana",2002,"Total Units",1,"39,700"
"IN Indiana",2003,"Total Units",1,"39,643"
"IN Indiana",2004,"Total Units",1,"39,233"
"IN Indiana",2005,"Total Units",1,"38,476"
"IN Indiana",2006,"Total Units",1,"29,069"
"IN Indiana",2007,"Total Units",1,"23,841"
"IN Indiana",2008,"Total Units",1,"16,631"
"IN Indiana",2009,"Total Units",1,"12,555"
"IN Indiana",2010,"Total Units",1,"13,083"
"IN Indiana",2011,"Total Units",1,"12,618"
"IN Indiana",2012,"Total Units",1,"13,781"
"IN Indiana",2013,"Total Units",1,"17,973"
"IN Indiana",2014,"Total Units",1,"17,816"
"IN Indiana",2015,"Total Units",1,"18,483"
"IN Indiana",2016,"Total Units",1,"18,713"
"IN Indiana",2017,"Total Units",1,"21,663"
