"Location","Year","Series","Series Code","Permits"
"IN Indiana",2018,"Total Units",1,"21,480"
"IN Indiana",2019,"Total Units",1,"22,309"
"IN Indiana",2020,"Total Units",1,"24,919"
"IN Indiana",2021,"Total Units",1,"29,860"
"IN Indiana",2022,"Total Units",1,"28,274"
"IN Indiana",2023,"Total Units",1,"27,055"
"IN Indiana",1980,"Units in Single Family Structures",2,"10,951"
"IN Indiana",1981,"Units in Single Family Structures",2,"7,724"
"IN Indiana",1982,"Units in Single Family Structures",2,"6,168"
"IN Indiana",1983,"Units in Single Family Structures",2,"10,353"
"IN Indiana",1984,"Units in Single Family Structures",2,"10,983"
"IN Indiana",1985,"Units in Single Family Structures",2,"12,627"
"IN Indiana",1986,"Units in Single Family Structures",2,"17,171"
"IN Indiana",1987,"Units in Single Family Structures",2,"18,874"
"IN Indiana",1988,"Units in Single Family Structures",2,"19,194"
"IN Indiana",1989,"Units in Single Family Structures",2,"18,947"
"IN Indiana",1990,"Units in Single Family Structures",2,"19,368"
"IN Indiana",1991,"Units in Single Family Structures",2,"19,574"
"IN Indiana",1992,"Units in Single Family Structures",2,"24,659"
"IN Indiana",1993,"Units in Single Family Structures",2,"26,355"
"IN Indiana",1994,"Units in Single Family Structures",2,"28,658"
"IN Indiana",1995,"Units in Single Family Structures",2,"28,074"
"IN Indiana",1996,"Units in Single Family Structures",2,"30,061"
"IN Indiana",1997,"Units in Single Family Structures",2,"28,259"
"IN Indiana",1998,"Units in Single Family Structures",2,"31,733"
"IN Indiana",1999,"Units in Single Family Structures",2,"33,783"
"IN Indiana",2000,"Units in Single Family Structures",2,"30,420"
"IN Indiana",2001,"Units in Single Family Structures",2,"32,376"
"IN Indiana",2002,"Units in Single Family Structures",2,"30,898"
"IN Indiana",2003,"Units in Single Family Structures",2,"32,111"
"IN Indiana",2004,"Units in Single Family Structures",2,"32,172"
"IN Indiana",2005,"Units in Single Family Structures",2,"32,116"
"IN Indiana",2006,"Units in Single Family Structures",2,"24,438"
"IN Indiana",2007,"Units in Single Family Structures",2,"19,232"
"IN Indiana",2008,"Units in Single Family Structures",2,"11,780"
"IN Indiana",2009,"Units in Single Family Structures",2,"9,666"
"IN Indiana",2010,"Units in Single Family Structures",2,"9,773"
"IN Indiana",2011,"Units in Single Family Structures",2,"9,324"
"IN Indiana",2012,"Units in Single Family Structures",2,"10,112"
"IN Indiana",2013,"Units in Single Family Structures",2,"12,112"
"IN Indiana",2014,"Units in Single Family Structures",2,"12,140"
"IN Indiana",2015,"Units in Single Family Structures",2,"12,646"
"IN Indiana",2016,"Units in Single Family Structures",2,"14,068"
"IN Indiana",2017,"Units in Single Family Structures",2,"16,074"
"IN Indiana",2018,"Units in Single Family Structures",2,"16,416"
"IN Indiana",2019,"Units in Single Family Structures",2,"16,308"
"IN Indiana",2020,"Units in Single Family Structures",2,"18,979"
"IN Indiana",2021,"Units in Single Family Structures",2,"22,225"
"IN Indiana",2022,"Units in Single Family Structures",2,"18,675"
"IN Indiana",2023,"Units in Single Family Structures",2,"17,046"
"IN Indiana",1980,"Units in All Multifamily Structures",3,"10,306"
"IN Indiana",1981,"Units in All Multifamily Structures",3,"6,565"
"IN Indiana",1982,"Units in All Multifamily Structures",3,"6,544"
"IN Indiana",1983,"Units in All Multifamily Structures",3,"5,994"
"IN Indiana",1984,"Units in All Multifamily Structures",3,"7,871"
"IN Indiana",1985,"Units in All Multifamily Structures",3,"10,350"
"IN Indiana",1986,"Units in All Multifamily Structures",3,"12,464"
"IN Indiana",1987,"Units in All Multifamily Structures",3,"8,384"
"IN Indiana",1988,"Units in All Multifamily Structures",3,"5,997"
"IN Indiana",1989,"Units in All Multifamily Structures",3,"7,427"
"IN Indiana",1990,"Units in All Multifamily Structures",3,"5,671"
"IN Indiana",1991,"Units in All Multifamily Structures",3,"4,555"
"IN Indiana",1992,"Units in All Multifamily Structures",3,"4,357"
"IN Indiana",1993,"Units in All Multifamily Structures",3,"4,924"
"IN Indiana",1994,"Units in All Multifamily Structures",3,"5,939"
"IN Indiana",1995,"Units in All Multifamily Structures",3,"7,810"
"IN Indiana",1996,"Units in All Multifamily Structures",3,"7,356"
"IN Indiana",1997,"Units in All Multifamily Structures",3,"7,123"
"IN Indiana",1998,"Units in All Multifamily Structures",3,"9,091"
"IN Indiana",1999,"Units in All Multifamily Structures",3,"8,061"
"IN Indiana",2000,"Units in All Multifamily Structures",3,"7,486"
"IN Indiana",2001,"Units in All Multifamily Structures",3,"6,741"
"IN Indiana",2002,"Units in All Multifamily Structures",3,"8,802"
"IN Indiana",2003,"Units in All Multifamily Structures",3,"7,532"
"IN Indiana",2004,"Units in All Multifamily Structures",3,"7,061"
"IN Indiana",2005,"Units in All Multifamily Structures",3,"6,360"
"IN Indiana",2006,"Units in All Multifamily Structures",3,"4,631"
"IN Indiana",2007,"Units in All Multifamily Structures",3,"4,609"
"IN Indiana",2008,"Units in All Multifamily Structures",3,"4,851"
"IN Indiana",2009,"Units in All Multifamily Structures",3,"2,889"
"IN Indiana",2010,"Units in All Multifamily Structures",3,"3,310"
"IN Indiana",2011,"Units in All Multifamily Structures",3,"3,294"
"IN Indiana",2012,"Units in All Multifamily Structures",3,"3,669"
"IN Indiana",2013,"Units in All Multifamily Structures",3,"5,861"
"IN Indiana",2014,"Units in All Multifamily Structures",3,"5,676"
"IN Indiana",2015,"Units in All Multifamily Structures",3,"5,837"
"IN Indiana",2016,"Units in All Multifamily Structures",3,"4,645"
"IN Indiana",2017,"Units in All Multifamily Structures",3,"5,589"
"IN Indiana",2018,"Units in All Multifamily Structures",3,"5,064"
"IN Indiana",2019,"Units in All Multifamily Structures",3,"6,001"
"IN Indiana",2020,"Units in All Multifamily Structures",3,"5,940"
"IN Indiana",2021,"Units in All Multifamily Structures",3,"7,635"
"IN Indiana",2022,"Units in All Multifamily Structures",3,"9,599"
"IN Indiana",2023,"Units in All Multifamily Structures",3,"10,009"
"IA Iowa",1980,"Total Units",1,"8,844"
"IA Iowa",1981,"Total Units",1,"5,610"
"IA Iowa",1982,"Total Units",1,"5,362"
"IA Iowa",1983,"Total Units",1,"7,083"
"IA Iowa",1984,"Total Units",1,"6,988"
"IA Iowa",1985,"Total Units",1,"5,180"
"IA Iowa",1986,"Total Units",1,"5,465"
"IA Iowa",1987,"Total Units",1,"5,766"
"IA Iowa",1988,"Total Units",1,"6,771"
"IA Iowa",1989,"Total Units",1,"7,375"
"IA Iowa",1990,"Total Units",1,"7,613"
"IA Iowa",1991,"Total Units",1,"8,092"
"IA Iowa",1992,"Total Units",1,"10,655"
"IA Iowa",1993,"Total Units",1,"10,784"
"IA Iowa",1994,"Total Units",1,"12,499"
"IA Iowa",1995,"Total Units",1,"11,418"
"IA Iowa",1996,"Total Units",1,"12,153"
"IA Iowa",1997,"Total Units",1,"10,786"
"IA Iowa",1998,"Total Units",1,"13,264"
"IA Iowa",1999,"Total Units",1,"13,491"
"IA Iowa",2000,"Total Units",1,"12,582"
"IA Iowa",2001,"Total Units",1,"13,085"
"IA Iowa",2002,"Total Units",1,"14,893"
"IA Iowa",2003,"Total Units",1,"16,216"
"IA Iowa",2004,"Total Units",1,"16,345"
"IA Iowa",2005,"Total Units",1,"16,766"
"IA Iowa",2006,"Total Units",1,"13,357"
"IA Iowa",2007,"Total Units",1,"11,171"
"IA Iowa",2008,"Total Units",1,"8,412"
"IA Iowa",2009,"Total Units",1,"7,729"
"IA Iowa",2010,"Total Units",1,"7,607"
"IA Iowa",2011,"Total Units",1,"7,527"
"IA Iowa",2012,"Total Units",1,"9,501"
"IA Iowa",2013,"Total Units",1,"10,952"
"IA Iowa",2014,"Total Units",1,"10,319"
"IA Iowa",2015,"Total Units",1,"12,093"
"IA Iowa",2016,"Total Units",1,"14,311"
"IA Iowa",2017,"Total Units",1,"13,943"
"IA Iowa",2018,"Total Units",1,"11,517"
"IA Iowa",2019,"Total Units",1,"11,873"
"IA Iowa",2020,"Total Units",1,"12,625"
"IA Iowa",2021,"Total Units",1,"13,685"
"IA Iowa",2022,"Total Units",1,"12,721"
"IA Iowa",2023,"Total Units",1,"11,224"
"IA Iowa",1980,"Units in Single Family Structures",2,"4,867"
"IA Iowa",1981,"Units in Single Family Structures",2,"3,588"
"IA Iowa",1982,"Units in Single Family Structures",2,"3,109"
"IA Iowa",1983,"Units in Single Family Structures",2,"4,018"
"IA Iowa",1984,"Units in Single Family Structures",2,"3,936"
"IA Iowa",1985,"Units in Single Family Structures",2,"2,780"
"IA Iowa",1986,"Units in Single Family Structures",2,"3,078"
"IA Iowa",1987,"Units in Single Family Structures",2,"3,803"
"IA Iowa",1988,"Units in Single Family Structures",2,"4,400"
"IA Iowa",1989,"Units in Single Family Structures",2,"4,894"
"IA Iowa",1990,"Units in Single Family Structures",2,"5,225"
"IA Iowa",1991,"Units in Single Family Structures",2,"5,988"
"IA Iowa",1992,"Units in Single Family Structures",2,"7,291"
"IA Iowa",1993,"Units in Single Family Structures",2,"7,557"
"IA Iowa",1994,"Units in Single Family Structures",2,"7,922"
"IA Iowa",1995,"Units in Single Family Structures",2,"7,366"
"IA Iowa",1996,"Units in Single Family Structures",2,"8,023"
"IA Iowa",1997,"Units in Single Family Structures",2,"7,441"
"IA Iowa",1998,"Units in Single Family Structures",2,"8,989"
"IA Iowa",1999,"Units in Single Family Structures",2,"9,701"
"IA Iowa",2000,"Units in Single Family Structures",2,"8,552"
"IA Iowa",2001,"Units in Single Family Structures",2,"8,801"
"IA Iowa",2002,"Units in Single Family Structures",2,"10,108"
"IA Iowa",2003,"Units in Single Family Structures",2,"11,975"
"IA Iowa",2004,"Units in Single Family Structures",2,"12,374"
"IA Iowa",2005,"Units in Single Family Structures",2,"12,812"
"IA Iowa",2006,"Units in Single Family Structures",2,"10,250"
"IA Iowa",2007,"Units in Single Family Structures",2,"8,674"
"IA Iowa",2008,"Units in Single Family Structures",2,"6,285"
"IA Iowa",2009,"Units in Single Family Structures",2,"5,705"
"IA Iowa",2010,"Units in Single Family Structures",2,"5,952"
"IA Iowa",2011,"Units in Single Family Structures",2,"5,876"
"IA Iowa",2012,"Units in Single Family Structures",2,"6,814"
"IA Iowa",2013,"Units in Single Family Structures",2,"7,653"
"IA Iowa",2014,"Units in Single Family Structures",2,"7,052"
"IA Iowa",2015,"Units in Single Family Structures",2,"7,420"
"IA Iowa",2016,"Units in Single Family Structures",2,"8,197"
"IA Iowa",2017,"Units in Single Family Structures",2,"8,062"
"IA Iowa",2018,"Units in Single Family Structures",2,"7,317"
"IA Iowa",2019,"Units in Single Family Structures",2,"7,878"
"IA Iowa",2020,"Units in Single Family Structures",2,"8,635"
"IA Iowa",2021,"Units in Single Family Structures",2,"9,157"
"IA Iowa",2022,"Units in Single Family Structures",2,"7,641"
"IA Iowa",2023,"Units in Single Family Structures",2,"7,415"
"IA Iowa",1980,"Units in All Multifamily Structures",3,"3,977"
"IA Iowa",1981,"Units in All Multifamily Structures",3,"2,022"
"IA Iowa",1982,"Units in All Multifamily Structures",3,"2,253"
"IA Iowa",1983,"Units in All Multifamily Structures",3,"3,065"
"IA Iowa",1984,"Units in All Multifamily Structures",3,"3,052"
"IA Iowa",1985,"Units in All Multifamily Structures",3,"2,400"
"IA Iowa",1986,"Units in All Multifamily Structures",3,"2,387"
"IA Iowa",1987,"Units in All Multifamily Structures",3,"1,963"
"IA Iowa",1988,"Units in All Multifamily Structures",3,"2,371"
"IA Iowa",1989,"Units in All Multifamily Structures",3,"2,481"
"IA Iowa",1990,"Units in All Multifamily Structures",3,"2,388"
"IA Iowa",1991,"Units in All Multifamily Structures",3,"2,104"
"IA Iowa",1992,"Units in All Multifamily Structures",3,"3,364"
"IA Iowa",1993,"Units in All Multifamily Structures",3,"3,227"
"IA Iowa",1994,"Units in All Multifamily Structures",3,"4,577"
"IA Iowa",1995,"Units in All Multifamily Structures",3,"4,052"
"IA Iowa",1996,"Units in All Multifamily Structures",3,"4,130"
"IA Iowa",1997,"Units in All Multifamily Structures",3,"3,345"
"IA Iowa",1998,"Units in All Multifamily Structures",3,"4,275"
"IA Iowa",1999,"Units in All Multifamily Structures",3,"3,790"
"IA Iowa",2000,"Units in All Multifamily Structures",3,"4,030"
"IA Iowa",2001,"Units in All Multifamily Structures",3,"4,284"
"IA Iowa",2002,"Units in All Multifamily Structures",3,"4,785"
"IA Iowa",2003,"Units in All Multifamily Structures",3,"4,241"
"IA Iowa",2004,"Units in All Multifamily Structures",3,"3,971"
"IA Iowa",2005,"Units in All Multifamily Structures",3,"3,954"
"IA Iowa",2006,"Units in All Multifamily Structures",3,"3,107"
"IA Iowa",2007,"Units in All Multifamily Structures",3,"2,497"
"IA Iowa",2008,"Units in All Multifamily Structures",3,"2,127"
"IA Iowa",2009,"Units in All Multifamily Structures",3,"2,024"
"IA Iowa",2010,"Units in All Multifamily Structures",3,"1,655"
"IA Iowa",2011,"Units in All Multifamily Structures",3,"1,651"
"IA Iowa",2012,"Units in All Multifamily Structures",3,"2,687"
"IA Iowa",2013,"Units in All Multifamily Structures",3,"3,299"
"IA Iowa",2014,"Units in All Multifamily Structures",3,"3,267"
"IA Iowa",2015,"Units in All Multifamily Structures",3,"4,673"
"IA Iowa",2016,"Units in All Multifamily Structures",3,"6,114"
"IA Iowa",2017,"Units in All Multifamily Structures",3,"5,881"
"IA Iowa",2018,"Units in All Multifamily Structures",3,"4,200"
"IA Iowa",2019,"Units in All Multifamily Structures",3,"3,995"
"IA Iowa",2020,"Units in All Multifamily Structures",3,"3,990"
"IA Iowa",2021,"Units in All Multifamily Structures",3,"4,528"
"IA Iowa",2022,"Units in All Multifamily Structures",3,"5,080"
"IA Iowa",2023,"Units in All Multifamily Structures",3,"3,809"
"KS Kansas",1980,"Total Units",1,"10,940"
"KS Kansas",1981,"Total Units",1,"8,198"
"KS Kansas",1982,"Total Units",1,"8,636"
"KS Kansas",1983,"Total Units",1,"14,253"
"KS Kansas",1984,"Total Units",1,"16,770"
"KS Kansas",1985,"Total Units",1,"13,325"
"KS Kansas",1986,"Total Units",1,"13,136"
"KS Kansas",1987,"Total Units",1,"11,833"
"KS Kansas",1988,"Total Units",1,"9,723"
"KS Kansas",1989,"Total Units",1,"8,661"
"KS Kansas",1990,"Total Units",1,"8,496"
"KS Kansas",1991,"Total Units",1,"8,196"
"KS Kansas",1992,"Total Units",1,"10,415"
"KS Kansas",1993,"Total Units",1,"11,699"
"KS Kansas",1994,"Total Units",1,"12,976"
"KS Kansas",1995,"Total Units",1,"12,662"
"KS Kansas",1996,"Total Units",1,"14,684"
"KS Kansas",1997,"Total Units",1,"13,641"
"KS Kansas",1998,"Total Units",1,"15,350"
"KS Kansas",1999,"Total Units",1,"15,688"
"KS Kansas",2000,"Total Units",1,"12,573"
"KS Kansas",2001,"Total Units",1,"14,530"
"KS Kansas",2002,"Total Units",1,"13,051"
"KS Kansas",2003,"Total Units",1,"15,160"
"KS Kansas",2004,"Total Units",1,"13,301"
"KS Kansas",2005,"Total Units",1,"14,057"
"KS Kansas",2006,"Total Units",1,"14,628"
"KS Kansas",2007,"Total Units",1,"11,503"
"KS Kansas",2008,"Total Units",1,"8,200"
"KS Kansas",2009,"Total Units",1,"6,682"
"KS Kansas",2010,"Total Units",1,"5,146"
"KS Kansas",2011,"Total Units",1,"5,392"
"KS Kansas",2012,"Total Units",1,"6,256"
"KS Kansas",2013,"Total Units",1,"8,291"
"KS Kansas",2014,"Total Units",1,"7,460"
"KS Kansas",2015,"Total Units",1,"8,644"
"KS Kansas",2016,"Total Units",1,"9,805"
"KS Kansas",2017,"Total Units",1,"8,984"
"KS Kansas",2018,"Total Units",1,"9,478"
"KS Kansas",2019,"Total Units",1,"7,961"
"KS Kansas",2020,"Total Units",1,"8,211"
"KS Kansas",2021,"Total Units",1,"9,543"
"KS Kansas",2022,"Total Units",1,"9,564"
"KS Kansas",2023,"Total Units",1,"9,504"
"KS Kansas",1980,"Units in Single Family Structures",2,"6,178"
"KS Kansas",1981,"Units in Single Family Structures",2,"5,359"
"KS Kansas",1982,"Units in Single Family Structures",2,"4,290"
"KS Kansas",1983,"Units in Single Family Structures",2,"7,628"
"KS Kansas",1984,"Units in Single Family Structures",2,"7,141"
"KS Kansas",1985,"Units in Single Family Structures",2,"6,100"
"KS Kansas",1986,"Units in Single Family Structures",2,"7,359"
"KS Kansas",1987,"Units in Single Family Structures",2,"7,890"
"KS Kansas",1988,"Units in Single Family Structures",2,"7,325"
"KS Kansas",1989,"Units in Single Family Structures",2,"6,866"
"KS Kansas",1990,"Units in Single Family Structures",2,"6,384"
"KS Kansas",1991,"Units in Single Family Structures",2,"7,057"
"KS Kansas",1992,"Units in Single Family Structures",2,"9,138"
"KS Kansas",1993,"Units in Single Family Structures",2,"9,592"
"KS Kansas",1994,"Units in Single Family Structures",2,"10,156"
"KS Kansas",1995,"Units in Single Family Structures",2,"8,716"
"KS Kansas",1996,"Units in Single Family Structures",2,"10,129"
"KS Kansas",1997,"Units in Single Family Structures",2,"9,740"
"KS Kansas",1998,"Units in Single Family Structures",2,"10,964"
"KS Kansas",1999,"Units in Single Family Structures",2,"11,312"
"KS Kansas",2000,"Units in Single Family Structures",2,"9,323"
"KS Kansas",2001,"Units in Single Family Structures",2,"10,128"
"KS Kansas",2002,"Units in Single Family Structures",2,"10,393"
"KS Kansas",2003,"Units in Single Family Structures",2,"11,605"
"KS Kansas",2004,"Units in Single Family Structures",2,"11,548"
"KS Kansas",2005,"Units in Single Family Structures",2,"11,635"
"KS Kansas",2006,"Units in Single Family Structures",2,"11,142"
"KS Kansas",2007,"Units in Single Family Structures",2,"8,165"
"KS Kansas",2008,"Units in Single Family Structures",2,"5,437"
"KS Kansas",2009,"Units in Single Family Structures",2,"4,277"
"KS Kansas",2010,"Units in Single Family Structures",2,"3,980"
"KS Kansas",2011,"Units in Single Family Structures",2,"3,475"
"KS Kansas",2012,"Units in Single Family Structures",2,"4,124"
"KS Kansas",2013,"Units in Single Family Structures",2,"5,072"
"KS Kansas",2014,"Units in Single Family Structures",2,"4,875"
"KS Kansas",2015,"Units in Single Family Structures",2,"5,064"
"KS Kansas",2016,"Units in Single Family Structures",2,"5,228"
"KS Kansas",2017,"Units in Single Family Structures",2,"6,046"
"KS Kansas",2018,"Units in Single Family Structures",2,"5,376"
"KS Kansas",2019,"Units in Single Family Structures",2,"5,089"
"KS Kansas",2020,"Units in Single Family Structures",2,"5,975"
